user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
x1362448451720503296,x1496781342771597312,2/24/2022 9:37,soitellyou,@bts_bighit monangis ihhh,Twitter for Android,13,x345516375365795841,x1409798257,bts_bighit,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,x1409798257,bts_bighit,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/soitellyou/status/1496781342771597312,kiyaa (slow),,,,FALSE,29,60,1,14072,40666,2/18/2021 17:07,FALSE,,,,https://pbs.twimg.com/profile_banners/1362448451720503296/1643555729,,http://pbs.twimg.com/profile_images/1496652393177497601/XZSB3_Hu_normal.jpg
x1442393259448299522,x1496781337440579587,2/24/2022 9:37,vevedfan,"kpopies : ""please jgn normalize plagiarism!""

meanwhile pas idol nya plagiat BTS,
kpopies : ""apaansih army ribet bgt, namanya jg terinspirasi, mirip gpp lah""",Twitter for Android,139,,,,FALSE,TRUE,0,1057,,,,,,,,,,,,,,,,x1453826399148515329,zehahan,in,,,,,,,,,,,,,,,,x1496411032402763776,"kpopies : ""please jgn normalize plagiarism!""

meanwhile pas idol nya plagiat BTS,
kpopies : ""apaansih army ribet bgt, namanya jg terinspirasi, mirip gpp lah""",2/23/2022 9:06,Twitter for Android,6261,1057,x1453826399148515329,zehahan,zehahan,67,81,491,,selow lae!,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/vevedfan/status/1496781337440579587,deefan<U+0001F49C>,,ovtdwasbpyyhb,,FALSE,2,130,0,1779,2501,9/27/2021 7:39,FALSE,,,,,,http://pbs.twimg.com/profile_images/1462445085283418112/ydXSz4gd_normal.jpg
x1235978447010189312,x1496781332961120259,2/24/2022 9:37,snyamllm28_,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",Twitter for Android,140,,,,FALSE,TRUE,0,2469,,,,,,,,,,,,,,,,x36006618,CBIpictures,in,,,,,,,,,,,,,,,,x1496757644735905795,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",2/24/2022 8:03,Twitter Web App,4659,2469,x36006618,CBIpictures,CBI pictures,226131,269,18933,Indonesia,"Indonesia film distributors. Sharing content, fun facts & more about films. IG, FB, TikTok & YouTube: cbipictures",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/snyamllm28_/status/1496781332961120259,Sonya meta,Indonesia,Sibuk,,FALSE,28,93,0,646,5442,3/6/2020 17:21,FALSE,,,,https://pbs.twimg.com/profile_banners/1235978447010189312/1622197000,,http://pbs.twimg.com/profile_images/1415991221453946882/8ahjN5c3_normal.jpg
x926661793270841348,x1496781332193624064,2/24/2022 9:37,Yooreum_,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",Twitter for Android,140,,,,FALSE,TRUE,0,2469,,,,,,,,,,,,,,,,x36006618,CBIpictures,in,,,,,,,,,,,,,,,,x1496757644735905795,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",2/24/2022 8:03,Twitter Web App,4659,2469,x36006618,CBIpictures,CBI pictures,226131,269,18933,Indonesia,"Indonesia film distributors. Sharing content, fun facts & more about films. IG, FB, TikTok & YouTube: cbipictures",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Yooreum_/status/1496781332193624064,Na7<U+2728>,<U+2753><U+2753>,"<U+0001F31C>BTS OT7<U+0001F31B>/ fan account @BTS_twt | 
<U+0001F380><U+0001D4DB><U+0001D4F2><U+0001D4F4><U+0001D4EE> <U+0001D4EA><U+0001D4F7> <U+0001D4EE><U+0001D4EC><U+0001D4F1><U+0001D4F8> <U+0001D4F2><U+0001D4F7> <U+0001D4FD><U+0001D4F1><U+0001D4EE> <U+0001D4EF><U+0001D4F8><U+0001D4FB><U+0001D4EE><U+0001D4FC><U+0001D4FD> <U+0001D4F5><U+0001D4F2><U+0001D4F4><U+0001D4EE> <U+0001D4EA><U+0001D4F7> <U+0001D4EA><U+0001D4FB><U+0001D4FB><U+0001D4F8><U+0001D500> <U+0001D4F2><U+0001D4F7> <U+0001D4FD><U+0001D4F1><U+0001D4EE> <U+0001D4EB><U+0001D4F5><U+0001D4FE><U+0001D4EE> <U+0001D4FC><U+0001D4F4><U+0001D502> <U+0001D4F8><U+0001D4F7> <U+0001D4F6><U+0001D502><U+0001F380>| BTSARMY",,FALSE,725,1003,2,38891,17178,11/4/2017 4:06,FALSE,,,,https://pbs.twimg.com/profile_banners/926661793270841348/1635697807,,http://pbs.twimg.com/profile_images/1454752637920821250/M_ezJTE9_normal.jpg
x1056189136061661185,x1496781324002148353,2/24/2022 9:37,borahaenika,"BTS SUGA/YOONGI INSTAGRAM UPDATE 220224

SG: <U+263A><U+FE0F> https://t.co/gbn61qQ4Le",Twitter for iPhone,92,,,,FALSE,TRUE,0,822,,,,,,,,http://pbs.twimg.com/media/FMWUGCMaQAA7O7C.jpg,https://t.co/gbn61qQ4Le,https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1,photo,http://pbs.twimg.com/media/FMWUGCMaQAA7O7C.jpg http://pbs.twimg.com/media/FMWUGTsaAAYPgPE.jpg,https://t.co/gbn61qQ4Le https://t.co/gbn61qQ4Le,https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1 https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1,,x1091978657411883008,BTStranslation_,in,,,,,,,,,,,,,,,,x1496765291161739265,"BTS SUGA/YOONGI INSTAGRAM UPDATE 220224

SG: <U+263A><U+FE0F> https://t.co/gbn61qQ4Le",2/24/2022 8:33,Twitter for Android,3003,822,x1091978657411883008,BTStranslation_,Sel7,306649,339,31103,personal & fan account,<U+273F> BTS lyrics translations on https://t.co/hf3VviueSW <U+2740> <U+D55C><U+AD6D><U+C5B4>/eng <U+2740> #LearnKoreanWithBTS <U+2740> <U+0001F6AB>don't repost <U+2740> freelance korean tutor <U+2740> @BTSWeverseTrans <U+273F>,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/borahaenika/status/1496781324002148353,naya7 | #<U+C544><U+D3EC><U+BC29><U+D3EC>,<U+0001F4AD>she/her | <U+0001D55D><U+0001D560><U+0001D567><U+0001D556> <U+0001D55E><U+0001D56A><U+0001D564><U+0001D556><U+0001D55D><U+0001D557> <U+C800> <U+C218><U+B9CE><U+C740> <U+BCC4><U+C744> <U+B9DE><U+AE30> <U+C704><U+D574> <U+B09C> <U+B5A8><U+C5B4><U+C84C><U+B358><U+AC00> <U+C800> <U+C218><U+CC9C> <U+AC1C> <U+CC2C><U+B780><U+D55C> <U+D654><U+C0B4><U+C758> <U+ACFC><U+B141><U+C740> <U+B098> <U+D558><U+B098><U+2661>,"#<U+BC29><U+D0C4><U+C18C><U+B144><U+B2E8> 130613 | 150429 est. ~ forever | Only for @BTS_twt | fan account | ENG IND <U+D55C><U+AD6D><U+C5B4> | <U+BC29><U+BB34><U+D589><U+C54C> | <U+BC29><U+D0C4><U+BC14><U+B77C><U+AE30> | <U+C5B4><U+C81C><U+BCF4><U+B2E4><U+B294><U+B354>, <U+B0B4><U+C77C><U+BCF4><U+B2E4><U+B294> <U+B35C>, <U+BCF4><U+B77C><U+D574><U+C694><U+0001F52E>",https://t.co/zKgMOVXZnS,FALSE,5501,5512,15,160055,183796,10/27/2018 14:21,FALSE,https://t.co/zKgMOVXZnS,http://xn--miib.kr,,https://pbs.twimg.com/profile_banners/1056189136061661185/1645236467,,http://pbs.twimg.com/profile_images/1494856155704991748/29Fv9naG_normal.jpg
x1416399726853836802,x1496781322764763138,2/24/2022 9:37,MinYshoppe,"wts lfb ph

ARMY BOMB MOTS SE PHOTOCARDS

<U+0001F3F7> BTS AB pc photocard rm namjoon joonie jin seokjin suga yoongi jhope hobi hoseok jimin v taehyung jk jungkook onhand

#MinYonhand https://t.co/T9NdN05psL",Twitter for iPhone,172,,,,TRUE,FALSE,0,0,,,MinYonhand,,twitter.com/minyshoppe/sta…,https://t.co/T9NdN05psL,https://twitter.com/minyshoppe/status/1495684994228170757,,,,,,,,,,,in,x1495684994228170757,"wts lfb ph

ARMY BOMB MOTS SE PHOTOCARDS

100php/ea | 650php SET<U+2728>

<U+0001F3F7> BTS AB pc photocard rm namjoon joonie jin seokjin suga yoongi jhope hobi hoseok jimin v taehyung jk jungkook onhand

#MinYonhand https://t.co/0Y0H8Ph1BH",2/21/2022 9:01,Twitter for iPhone,1,2,x1416399726853836802,MinYshoppe,MinY <U+0001F34A><U+0001F43E>,235,152,1072,,<U+0295>•´<U+1D25>•`<U+0294><U+3063>,FALSE,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/MinYshoppe/status/1496781322764763138,MinY <U+0001F34A><U+0001F43E>,,<U+0295>•´<U+1D25>•`<U+0294><U+3063>,https://t.co/2Yt7MYtskY,FALSE,235,152,0,1072,6401,7/17/2021 14:10,FALSE,https://t.co/2Yt7MYtskY,http://carousell.com/u/MinYshoppe,,https://pbs.twimg.com/profile_banners/1416399726853836802/1626531620,,http://pbs.twimg.com/profile_images/1496769468655345666/cNnAxoeP_normal.jpg
x1384101477581352961,x1496781315181535232,2/24/2022 9:37,euphoriakoo99,"BTS SUGA/YOONGI INSTAGRAM UPDATE 220224

SG: <U+263A><U+FE0F> https://t.co/gbn61qQ4Le",Twitter for Android,92,,,,FALSE,TRUE,0,822,,,,,,,,http://pbs.twimg.com/media/FMWUGCMaQAA7O7C.jpg,https://t.co/gbn61qQ4Le,https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1,photo,http://pbs.twimg.com/media/FMWUGCMaQAA7O7C.jpg http://pbs.twimg.com/media/FMWUGTsaAAYPgPE.jpg,https://t.co/gbn61qQ4Le https://t.co/gbn61qQ4Le,https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1 https://twitter.com/BTStranslation_/status/1496765291161739265/photo/1,,x1091978657411883008,BTStranslation_,in,,,,,,,,,,,,,,,,x1496765291161739265,"BTS SUGA/YOONGI INSTAGRAM UPDATE 220224

SG: <U+263A><U+FE0F> https://t.co/gbn61qQ4Le",2/24/2022 8:33,Twitter for Android,3003,822,x1091978657411883008,BTStranslation_,Sel7,306649,339,31103,personal & fan account,<U+273F> BTS lyrics translations on https://t.co/hf3VviueSW <U+2740> <U+D55C><U+AD6D><U+C5B4>/eng <U+2740> #LearnKoreanWithBTS <U+2740> <U+0001F6AB>don't repost <U+2740> freelance korean tutor <U+2740> @BTSWeverseTrans <U+273F>,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/euphoriakoo99/status/1496781315181535232,Renuka7 <U+2661><U+0001F495>,OT7 she/her,"@BTS_twt <U+2661> you know it all, you are my bestfriend | OT7 | Jimin<U+0001F495>Jungkook",,FALSE,407,1036,2,27727,29308,4/19/2021 11:08,FALSE,,,,https://pbs.twimg.com/profile_banners/1384101477581352961/1640707523,,http://pbs.twimg.com/profile_images/1477652137215545347/V__BvbCq_normal.jpg
x596112367,x1496781313143156736,2/24/2022 9:37,unamenotvalid,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",Twitter for Android,140,,,,FALSE,TRUE,0,2469,,,,,,,,,,,,,,,,x36006618,CBIpictures,in,,,,,,,,,,,,,,,,x1496757644735905795,"BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING eksklusif di CGV Grand Indonesia - Jakarta, Paris Van Java - Bandung, &amp; BG Junction - Surabaya tanggal 12 Maret 2022 jam 15.45 WIB. Tungguin info updatenya di @CGV_ID 

#BTS #PTDLIVEVIEWING https://t.co/6REYstMDrW",2/24/2022 8:03,Twitter Web App,4659,2469,x36006618,CBIpictures,CBI pictures,226131,269,18933,Indonesia,"Indonesia film distributors. Sharing content, fun facts & more about films. IG, FB, TikTok & YouTube: cbipictures",TRUE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/unamenotvalid/status/1496781313143156736,<U+1D2E><U+1D31> Fangirling with7<U+0001F9C8><U+0001F49B>,YOUNIVERSE <U+0001F4AB>,"00620206 <U+2699><U+FE0F>
<U+0001F49C> Life goes on, let's live on <U+0001F49C>
 Taehyung 25/8 <U+0001F49C>",,FALSE,1199,1887,29,697262,276549,6/1/2012 4:20,FALSE,,,,https://pbs.twimg.com/profile_banners/596112367/1556090328,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1460427452015013890/7WeF2Iwc_normal.jpg
x716961605,x1496781306776231937,2/24/2022 9:37,wdeobo,"wts acc fa bts army ca f 3k f3k recehan receh twitter 
- v all
- go green
- difb base @.tanyakanrl @.armyfess_ @.bitiesfess

dm ya! murah aja yuukk

t. jual beli akun twitter murah murce follback fb base wtb sell mau
#zonaba #zonauang #zonabu https://t.co/9szjub1tw9",Twitter for Android,266,x1496767524767154180,x716961605,wdeobo,FALSE,FALSE,0,0,,,zonaba zonauang zonabu,,,,,http://pbs.twimg.com/media/FL4eyD3aIAMPWmJ.jpg,https://t.co/9szjub1tw9,https://twitter.com/wdeobo/status/1494665975030976514/photo/1,photo,http://pbs.twimg.com/media/FL4eyD3aIAMPWmJ.jpg,https://t.co/9szjub1tw9,https://twitter.com/wdeobo/status/1494665975030976514/photo/1,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/wdeobo/status/1496781306776231937,Qibeey!,"<U+3164>
FASTRESPON KE WA AJA YA
<U+0001F4B0> payment : gopay, dana, ovo
testi ada di pinned <U+0001F44D><U+0001F3FB>
<U+3164>",cyberbusiness • <U+79C1><U+306E><U+60C5><U+5831><U+3092><U+5C11><U+3057><U+57A3><U+9593><U+898B><U+308B> <U+0001F5EF> : out-of-the-way <U+0001D600><U+0001D604><U+0001D5F2><U+0001D5F2><U+0001D601><U+0001D600> <U+0001D5FD><U+0001D5EE><U+0001D5FF><U+0001D5F9><U+0001D5FC><U+0001D5FF> <U+0001F353> i will bestow you (<U+FF61>•`<U+1D17>-)<U+2727> by selling various accounts like little bonbons! <U+0001F380><U+0001F368>,https://t.co/7vwjKM2Jmt,FALSE,1462,1409,2,2119,2663,10/16/2013 1:25,FALSE,https://t.co/7vwjKM2Jmt,http://wa.me/6285161590645,,https://pbs.twimg.com/profile_banners/716961605/1643979663,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1489584602977304578/Aw4Kytv__normal.png
x1300848654937288706,x1496781305991745545,2/24/2022 9:37,vberryjkay,-idm temenkuu minta saran episode run bts yang lucu my<U+0001F60D>enaknya disaranin episode brp?? thank you myy,Twitter for Android,116,,,,FALSE,TRUE,0,2,,,,,,,,,,,,,,,,x292019537,indomyfess,in,,,,,,,,,,,,,,,,x1496780691169636353,-idm temenkuu minta saran episode run bts yang lucu my<U+0001F60D>enaknya disaranin episode brp?? thank you myy,2/24/2022 9:35,Tweeted from ARMY Bomb,10,2,x292019537,indomyfess,idm<U+0001F48C>,202486,4350,303754,,AUTOBASE for BTS and ARMY only. Affiliated with @lNDOMY & @lNDOMYSHOP. DM with -idm will be autotweeted. | -idm <U+D3EC><U+D568><U+D55C> <U+B514><U+C5E0><U+C744> <U+B0A8><U+AE30><U+BA74> <U+C790><U+B3D9><U+D2B8><U+C717><U+C73C><U+B85C> <U+C62C><U+B9BD><U+B2C8><U+B2E4>.,FALSE,,,,,,,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/vberryjkay/status/1496781305991745545,vjaykay7<U+2606>,"Tangerang, Indonesia","<U+0001D412><U+0001D413><U+0001D414><U+0001D402><U+0001D40A> <U+0001D408><U+0001D40D> <U+0001D407><U+0001D418><U+0001D401><U+0001D404> <U+0001D40E><U+0001D402><U+0001D404><U+0001D400><U+0001D40D> <U+0001D416><U+0001D408><U+0001D413><U+0001D407> <U+0001D7CF><U+0001D7D7> <U+0001D40F><U+0001D411><U+0001D408><U+0001D40D><U+0001D402><U+0001D404> <U+265B> .
YOU PERFECT JUST THE WAY YOU ARE
BORAHAE <U+0001F49C>
LY
insta @thv.yeochin
#army #indomy #for_BTS",,FALSE,178,369,0,3663,4738,9/1/2020 17:31,FALSE,,,,https://pbs.twimg.com/profile_banners/1300848654937288706/1642366625,,http://pbs.twimg.com/profile_images/1455414685155545089/slQJyoMC_normal.jpg
